INFO | utils | 2024-03-31 19:26:31,718 | 11 | * with 5.0 and 5.0
INFO | utils | 2024-03-31 19:26:31,718 | 40 | Multiplication: 25.0
INFO | utils | 2024-03-31 19:26:34,098 | 11 | + with 5.0 and 5.0
INFO | utils | 2024-03-31 19:26:34,098 | 28 | Addition: 10.0
INFO | utils | 2024-03-31 19:27:01,417 | 11 | + with 5.0 and 5.0
INFO | utils | 2024-03-31 19:27:01,417 | 28 | Addition: 10.0
INFO | utils | 2024-03-31 19:29:15,818 | 11 | * with 5.0 and 5.0
INFO | utils | 2024-03-31 19:29:15,819 | 40 | Multiplication: 25.0
INFO | utils | 2024-03-31 19:29:17,723 | 11 | + with 5.0 and 5.0
INFO | utils | 2024-03-31 19:29:17,724 | 28 | Addition: 10.0
INFO | utils | 2024-03-31 19:30:37,706 | 11 | * with 5.0 and 5.0
INFO | utils | 2024-03-31 19:30:37,706 | 40 | Multiplication: 25.0
